currentid   ICAO_type
PS-JDP      PAY2            
PS-JDS      B350            
PS-JFB      M600            
PS-JFG      M600            
PS-JFJ      BE20            
PS-JFR      P46T            
PS-JGD      C208            
PS-JGJ      P46T            
PS-JGN      BE9L            
PS-JGV      BE9L            
PS-JHO      P46T            
PS-JIC      BE9L            
PS-JJA      BE9L            
PS-JJR      BE20            
PS-JJW      B360            
PS-JKG      BE9T            
PS-JLA      PAY2            
PS-JLR      TBM9            
PS-JLS      PAY1            
PS-JML      PC12            
PS-JMP      B260            
PS-JMV      M600            
PS-JNA      BE9L            
PS-JNB      BE20            
PS-JOI      PC12            
PS-JON      P46T            
PS-JPA      BE9L            
PS-JPM      BE9L            
PS-JPP      BE9L            
PS-JRJ      BE9L            
PS-JRM      BE9L            
PS-JRN      P46T            
PS-JSA      BE9T            
PS-JSL      P46T            
PS-JSS      PC12            
PS-JTM      B360            
PS-JTP      MU2             
PS-JUP      PC12            
PS-JUR      B260            
PS-KAM      BE20            
PS-KAT      B350            
PS-KCF      BE9L            
PS-KDM      P46T            
PS-KDO      TBM9            
PS-KDS      BE9L            
PS-KDV      PC6T            
PS-KFF      PAY2            
PS-KGT      BE9L            
PS-KID      P46T            
PS-KLO      BE9L            
PS-KLT      P46T            
PS-KMG      BE20            
PS-KMO      BE20            
PS-KNG      B350            
PS-KOT      P46T            
PS-KRC      BE9L            
PS-KRM      C208            
PS-LCM      P46T            
PS-LCQ      BE9L            
PS-LDP      C208            
PS-LEI      PAY3            
PS-LEM      PAY1            
PS-LEV      BE9L            
PS-LGB      P46T            
PS-LGM      PAY1            
PS-LIM      PAY2            
PS-LJI      P46T            
PS-LKS      B360            
PS-LLA      P46T            
PS-LLF      M600            
PS-LLM      BE9L            
PS-LLV      M600            
PS-LMT      PAY2            
PS-LOD      PAY2            
PS-LPC      BE9L            
PS-LPD      C208            
PS-LPJ      P46T            
PS-LPM      P46T            
PS-LSM      BE20            
PS-LSS      BE20            
PS-LUP      BE9T            
PS-LUW      BE20            
PS-LUZ      B260            
PS-MAB      BE20            
PS-MAD      BE9L            
PS-MAG      BE9T            
PS-MAR      PC12            
PS-MAX      M600            
PS-MAY      B260            
PS-MBC      BE20            
PS-MBL      P46T            
PS-MBR      B360            
PS-MBY      PAY1            
PS-MCD      BE9L            
PS-MCH      PAY1            
PS-MCM      PAY3            
PS-MCP      PC12            
PS-MCS      TBM9            
PS-MDF      P46T            
PS-MDO      P46T            
PS-MDT      P46T            
PS-MDV      BE20            
PS-MDZ      M600            
PS-MEB      BE20            
PS-MED      P46T            
PS-MEJ      BE20            
PS-MFG      P46T            
PS-MFJ      B260            
PS-MFV      TBM7            
PS-MGE      P46T            
PS-MHN      P46T            
PS-MID      P46T            
PS-MIG      PAY2            
PS-MKM      P46T            
PS-MLB      BE9L            
PS-MLF      TBM9            
PS-MLR      B260            
PS-MLS      C208            
PS-MMB      C208            
PS-MMM      P46T            
PS-MNP      BE20            
PS-MOV      TBM9            
PS-MPM      B260            
PS-MRF      BE20            
PS-MRN      BE9L            
PS-MRT      PAY1            
PS-MRZ      M600            
PS-MSG      PAY4            
PS-MSR      PAY2            
PS-MTF      PAY2            
PS-MTI      P46T            
PS-MTZ      P46T            
PS-MUU      BE9L            
PS-MVA      P46T            
PS-MZF      B260            
PS-NCM      BE9L            
PS-NEY      B360            
PS-NFC      P46T            
PS-NJS      BE20            
PS-NMJ      BE30            
PS-NTV      BE20            
PS-NVZ      PC12            
PS-OJA      BE9L            
PS-OJL      B260            
PS-OJM      P46T            
PS-OPL      PAY1            
PS-OUL      BE9L            
PS-OUR      M600            
PS-PAC      PAY1            
PS-PAJ      P46T            
PS-PAL      C208            
PS-PAR      P46T            
PS-PAS      BE9L            
PS-PBI      BE20            
PS-PCM      P46T            
PS-PEC      BE9L            
PS-PER      P46T            
PS-PES      PAY2            
PS-PGR      PC12            
PS-PHA      EPIC            
PS-PHI      BE20            
PS-PHT      BE20            
PS-PIP      C208            
PS-PJB      BE9L            
PS-PJO      PAY2            
PS-PJP      P46T            
PS-PMA      BE9L            
PS-PML      M600            
PS-PMP      BE9L            
PS-PNS      PC12            
PS-POL      TBM9            
PS-POZ      BE20            
PS-PPL      PC12            
PS-PPM      BE9L            
PS-PRI      P46T            
PS-PTA      BE9L            
PS-PUB      BE10            
PS-PUG      TBM8            
PS-RAB      B350            
PS-RAK      P46T            
PS-RAM      P46T            
PS-RAZ      P46T            
PS-RBS      BE9L            
PS-RCL      B350            
PS-RDI      B260            
PS-RDJ      M600            
PS-RDO      B260            
PS-RDX      TBM8            
PS-RHF      C208            
PS-RHI      PAY2            
PS-RIG      BE9L            
PS-RIM      C208            
PS-RIR      PAY1            
PS-RJJ      M600            
PS-RJS      BE9L            
PS-RKO      M600            
PS-RLT      PAY4            
PS-RMA      BE9L            
PS-RMD      B260            
PS-RMT      M600            
PS-RMZ      PAY1            
PS-RNF      BE20            
PS-RNR      BE9T            
PS-ROB      BE9L            
PS-ROC      BE20            
PS-ROS      B260            
PS-RSB      BE9L            
PS-RTC      M600            
PS-RTD      BE20            
PS-RTF      C208            
PS-RTL      BE9T            
PS-RTR      BE20            
PS-RUM      B350            
PS-SAN      TBM8            
PS-SCA      M600            
PS-SCB      C208            
PS-SEG      PAY2            
PS-SEI      P46T            
PS-SER      PAY2            
PS-SES      C208            
PS-SET      P46T            
PS-SFG      PC12            
PS-SIM      C208            
PS-SKY      C208            
PS-SLH      C208            
PS-SLL      C208            
PS-SLO      B350            
PS-SLY      C208            
PS-SMA      M700            
PS-SOY      B360            
PS-SPD      TBM8            
PS-SPR      BE9L            
PS-SSF      BE9L            
PS-SSP      BE20            
PS-STA      PC12            
PS-STB      B260            
PS-STQ      PC12            
PS-STZ      C208            
PS-SUS      C208            
PS-SUZ      BE9L            
PS-SYS      M600            
PS-SYV      BE9L            
PS-TAC      BE9L            
PS-TAD      P46T            
PS-TAH      BE9L            
PS-TAI      BE9L            
PS-TBL      C208            
PS-TBM      TBM9            
PS-TCB      B360            
PS-TDX      BE9L            
PS-TEK      C208            
PS-TER      C208            
PS-TFS      BE9T            
PS-TGG      PAY1            
PS-THG      B360            
PS-TIU      C208            
PS-TJS      P46T            
PS-TKA      P46T            
PS-TLC      M600            
PS-TMC      BE9L            
PS-TOK      P46T            
PS-TOO      PC12            
PS-TPV      BE9L            
PS-TRC      BE20            
PS-TRG      BE9L            
PS-TSL      TBM9            
PS-TXH      BE20            
PS-UDO      TBM9            
PS-UDS      B260            
PS-UJM      BE20            
PS-UNE      P46T            
PS-UNI      BE9L            
PS-VAA      M600            
PS-VAM      P46T            
PS-VAN      B260            
PS-VBP      P46T            
PS-VDT      PC12            
PS-VES      BE20            
PS-VFG      BE9L            
PS-VGA      P46T            
PS-VHV      BE20            
PS-VIA      BE9L            
PS-VIC      PAY1            
PS-VID      BE20            
PS-VIM      P46T            
PS-VIP      BE20            
PS-VIX      P46T            
PS-VJF      C208            
PS-VLA      M600            
PS-VLB      C208            
PS-VMF      PAY2            
PS-VML      PC12            
PS-VON      BE20            
PS-VOO      BE9L            
PS-VSA      BE9L            
PS-VTA      EPIC            
PS-VTO      EPIC            
PS-VTR      P46T            
PS-VTS      EPIC            
PS-VTT      EPIC            
PS-VVL      P46T            
PS-WAY      PAY4            
PS-WCH      AC90            
PS-WCI      PAY1            
PS-WDN      BE9L            
PS-WHW      C208            
PS-WLA      B350            
PS-WRC      PC12            
PS-WRL      PC12            
PS-WSD      BE20            
PS-WSG      M600            
PS-XEG      BE30            
PS-XPS      BE20            
PS-XSX      B260            
PS-YJL      P46T            
PS-ZAP      P46T            
PS-ZES      P46T            
PS-ZEU      MU2             
PS-ZOR      P46T            
PS-ZTC      M600            
PT-ASN      BE9T            
PT-CDY      C208            
PT-DCR      C208            
PT-DEU      BE9L            
PT-DIQ      BE9L            
PT-DKV      BE10            
PT-FAX      E121            
PT-FBU      BN2P            
PT-FCE      P46T            
PT-FCM      BE9L            
PT-FES      BE9L            
PT-FFN      BE30            
PT-FFS      BE20            
PT-FGB      B350            
PT-FJR      BE9L            
PT-FMM      B350            
PT-FRG      E121            
PT-FSJ      PC12            
PT-FTZ      PAY2            
PT-GAT      BE9T            
PT-GAV      PC12            
PT-GCL      BE9L            
PT-GCT      PAY2            
PT-GLD      P46T            
PT-GLG      PAY1            
PT-GMF      BE9L            
PT-HBF      P46T            
PT-IGD      BE9L            
PT-JES      BE20            
PT-JGA      MU2             
PT-JUB      BE20            
PT-JZN      BN2P            
PT-KGV      BE9L            
PT-KME      PAY1            
PT-KQS      BN2P            
PT-KSP      BN2P            
PT-KTP      BN2P            
PT-KYA      BN2P            
PT-LCE      BE9L            
PT-LER      BE9T            
PT-LHH      MU2             
PT-LHJ      BE9L            
PT-LHM      BE9L            
PT-LHV      AC90            
PT-LHZ      BE9L            
PT-LIF      BE9T            
PT-LIK      MU2             
PT-LJS      MU2             
PT-LLG      PAY2            
PT-LLP      BE9T            
PT-LLR      BE9L            
PT-LLV      BE9L            
PT-LMI      BE9L            
PT-LNG      PAY2            
PT-LPD      BE9L            
PT-LPG      BE20            
PT-LPJ      BE9L            
PT-LPL      BE9T            
PT-LQC      BE9T            
PT-LQD      BE9L            
PT-LQE      BE9L            
PT-LRT      PAY2            
PT-LSE      BE9L            
PT-LSH      BE9T            
PT-LSO      BE9L            
PT-LSP      BE9T            
PT-LTF      BE9L            
PT-LTO      BE9T            
PT-LTT      BE9T            
PT-LUF      BE9L            
PT-LUJ      PAY1            
PT-LUT      BE9T            
PT-LVI      BE9L            
PT-LVK      BE9L            
PT-LXI      BE9T            
